商品ID,商品名稱,借/採,儲位,儲位庫存數,庫齡,區編,區名,館編,館名,長(cm),寬(cm),高(cm),重量(kg),(近)月銷量,(近)月-有揀貨單天數,(近)90日銷量,(近)90日-有揀貨單天數,供應商ID,供應商名稱,所屬PM,總庫存數,總庫存_迴轉天數,才數,材積別,樓層,儲位型態,大區編,大區名,儲位才數,儲位健康度,材積判斷,總才數,人工/自動,庫齡級距,重型架判斷
DAAG01-A900K223M-000,Vinda 4D Deluxe掛牆式袋裝面紙Snoopy限量版 152抽/包,採,80M51049E,14,87,DAAG,衛生紙  ,DAAG01,抽取衛生紙,20,8,9,0.24,6,0,34,0,40791,盟晉,王睦凱,14,2.33,0.053333333,1,7F,AGV層架,DA,日用品,7.111111111,0.235135417,小材積,0.746666667,人工倉,<半年,AGV層架
DAAG01-A900K7AOU-000,BOXMAN 超棉柔三層抽取式花紋衛生紙100抽12包/串,採,80C2A002B,36,24,DAAG,衛生紙  ,DAAG8P,贈品,26,20,41,2.18,150,0,150,0,33734,菁弘,王睦凱,2466,16.44,0.78962963,2,2F東,落地儲位,DA,日用品,45.51111111,0.624609375,小材積,28.42666667,人工倉,<半年,落地儲位
DAAG01-A900K8T77-000,舒潔 棉柔舒適抽取衛生紙 (100抽x12包/串),採,80N26018D,54,38,DBAJ,進口飲料,DBAJDD,贈品,40,45,10,1.48,25,0,25,0,41321,金百利克拉克,鍾任豐,76,3.04,0.666666667,5,7F,重型層架,DB,食品飲料,45.51111111,0.791015625,小材積,36,人工倉,<半年,重型層架
DAAG03-A900I5KEU-000,日本大王elleair 無漂白超吸收廚房紙巾(100抽/2捲)x12包(箱購),借,80N21026D,4,88,DAAG,衛生紙  ,DAAG03,廚房紙巾,70,43,43,6,0,0,6,0,31475,中化裕民,王睦凱,11,99999,4.793703704,7,7F,重型層架,DA,日用品,45.51111111,0.421321615,大材積,19.17481481,人工倉,<半年,重型層架
DAAG03-A900J3MWL-000,得意掛式抽取全能廚房紙巾(300抽x1包),借,80N49065A,2,30,DAAG,衛生紙  ,DAAG03,廚房紙巾,20,20,10,0.46,200,0,424,0,32564,永豐商店,王睦凱,2,0.01,0.148148148,1,7F,重型層架,DA,日用品,39.82222222,0.463065476,小材積,0.296296296,人工倉,<半年,重型層架-低
DAAG0S-A900GAHR5-005,舒潔 Viva 廚房紙巾 大小隨意撕/速效/抽取式/料理控油/拋棄式抹布 串購,採,80P09601X,72,39,DAAG,衛生紙  ,DAAG7T,舒潔5折up,20,11,22.5,0.38,140,0,504,0,41321,金百利克拉克,王睦凱,323,2.31,0.183333333,1,1F,自動化板式,DA,日用品,46.66666667,0.282857143,小材積,13.2,自動化,<半年,自動化板式
DAAG2J-A48745983-000,依必朗抗菌超柔潔膚濕紙巾─綠茶清新10片*3包*36組/箱,借,80N21043D,2,383,DAAT,濕紙巾,DAAT0K,一般型,33,30,28,6.18,3,0,5,0,27400,依必朗,翁安琪,17,5.67,1.026666667,5,7F,重型層架,DA,日用品,45.51111111,0.045117188,小材積,2.053333333,人工倉,>=1年,重型層架
DAAG2J-A48746007-000,依必朗抗菌超柔潔膚濕紙巾─綠茶清新88抽*3包,借,80M11079E,3,75,DAAT,濕紙巾,DAAT0K,一般型,20,18,13,1.94,31,0,76,0,27400,依必朗,翁安琪,51,1.65,0.173333333,1,7F,AGV層架,DA,日用品,7.111111111,0.260625,小材積,0.52,人工倉,<半年,AGV層架
DAAG2J-A48746007-000,依必朗抗菌超柔潔膚濕紙巾─綠茶清新88抽*3包,借,80N26041D,48,75,DAAT,濕紙巾,DAAT0K,一般型,20,18,13,1.94,31,0,76,0,27400,依必朗,翁安琪,51,1.65,0.173333333,1,7F,重型層架,DA,日用品,45.51111111,0.4371875,小材積,8.32,人工倉,<半年,重型層架
DAAG4A-A9005U0IA-000,百吉牌盒裝面紙220抽*5盒,借,80M35075E,18,352,DAAG,衛生紙  ,DAAG02,盒裝面紙,48,23,9,1.2,6,0,20,0,26997,正大,王睦凱,18,3,0.368,4,7F,AGV層架,DA,日用品,7.111111111,0.9315,小材積,6.624,人工倉,>=半年,AGV層架
DAAG4S-A9009WFCK-000,五月花厚棒抽取式衛生紙(90抽x10包/袋),借,80P00865X,54,18,DAAG,衛生紙  ,DAAG01,抽取衛生紙,46,20,20,2.17,972,0,2724,0,32564,永豐商店,王睦凱,490,0.5,0.681481481,4,1F,自動化板式,DA,日用品,46.66666667,0.788571429,小材積,36.8,自動化,<半年,自動化板式
DAAG6N-A900GREIE-000,【Kirkland Signature 科克蘭】日本製 捲筒衛生紙 425張 X 30捲,借,80M20075E,1,37,DAAG,衛生紙  ,DAAG04,小捲筒,37,59,25,6.21,26,0,67,0,38598,鉅翰行銷,王睦凱,30,1.15,2.021296296,6,7F,AGV層架,DA,日用品,7.111111111,0.403869792,小材積,2.021296296,人工倉,<半年,AGV層架
DAAG7H-A900K0A0E-000,倍潔雅 純萃柔感抽取式衛生紙(150抽x10包/袋),借,80P04993X,72,109,DBAY,泡麵,DBAY4R,統一,39,34.5,10,1.44,0,0,0,0,27627,APP TW,莊竣傑,432,99999,0.498333333,2,1F,自動化板式,DB,食品飲料,46.66666667,0.768857143,小材積,35.88,自動化,<半年,自動化板式
DAAG7T-A900JKCDG-001,舒潔 雲絨舒適抽取衛生紙 90抽X8包/串,採,80M48001E,1,255,DAAC,掃除用具,DAACGA,3M贈品(舒潔),33,21,21,0.92,0,0,192,0,41321,金百利克拉克,劉翔名,4,99999,0.539,2,7F,AGV層架,DA,日用品,7.111111111,0.075796875,小材積,0.539,人工倉,>=半年,AGV層架
DAAG8P-A900K0LD1-000,Tempo 哆啦A夢限量版 奢羽3層抽取式衛生紙精巧包 80抽30包/箱EC,借,80N26055B,6,54,DAAU,成人紙尿褲,DAAU5C,贈品,45,31,32,4,73,0,76,0,40791,盟晉,翁安琪,20,0.27,1.653333333,5,7F,重型層架,DA,日用品,39.82222222,0.249107143,小材積,9.92,人工倉,<半年,重型層架-低
DAAG91-A900IRH2Z-000,(贈品)堅果盒/盒(口味隨機),借,80M40005A,1,99,DBAC,零食/餅乾,DBACDS,綜合堅果,18,15,7,0.25,296,0,955,0,27759,成偉,吳書翰,2,0.01,0.07,1,7F,AGV層架,DB,食品飲料,7.111111111,0.24546875,小材積,0.07,人工倉,<半年,AGV層架
DAAG91-A900JB62V-001,舒潔 雲絨舒適抽取衛生紙 90抽X8包/串,採,80M53045E,1,92,DBBZ,運動,DBBZ1N,贈品集中區,33,21,21,0.92,0,0,3,0,41321,金百利克拉克,黃子峻,18,99999,0.539,2,7F,AGV層架,DB,食品飲料,7.111111111,0.299546875,小材積,0.539,人工倉,<半年,AGV層架
DAAG91-A900JB62V-001,舒潔 雲絨舒適抽取衛生紙 90抽X8包/串,採,80N49057D,16,329,DBBZ,運動,DBBZ1N,贈品集中區,33,21,21,0.92,0,0,3,0,41321,金百利克拉克,黃子峻,18,99999,0.539,2,7F,重型層架,DB,食品飲料,45.51111111,0.189492188,小材積,8.624,人工倉,>=半年,重型層架
DAAH4O-A900GFUC8-000,【樂購】6414 有背洗澡椅,借,80Q63001A,1,38,DAAR,保健用品,DAARI4,洗澡椅/洗頭椅,56,34,15,3.17,0,0,2,0,37952,樂購,簡禕婷,1,99999,1.057777778,5,8F,AGV層架,DA,日用品,7.111111111,0.214375,小材積,1.057777778,人工倉,<半年,AGV層架
DAAH4O-A900GFYNB-000,【樂購】6425 方型大靠背 洗澡椅,借,80N18057C,1,779,DAAR,保健用品,DAARI4,洗澡椅/洗頭椅,61,12,62,3.54,0,0,0,0,37952,樂購,簡禕婷,1,99999,1.680888889,6,7F,重型層架,DA,日用品,45.51111111,0.422822266,小材積,1.680888889,人工倉,>=2年,重型層架
DAAH4O-A900GG1AX-000,【樂購】6428 加高型 無背洗澡椅,借,80N09066E,1,344,DAAR,保健用品,DAARI4,洗澡椅/洗頭椅,63,36,11,2.45,0,0,1,0,37952,樂購,簡禕婷,1,99999,0.924,5,7F,重型層架,DA,日用品,45.51111111,1.199384766,小材積,0.924,人工倉,>=半年,重型層架
DAAH52-A900HQJYZ-001,Peul 加厚鋁合金伸縮四腳防滑拐杖 輕便LED帶燈手杖 可調節高度老人杖 防護手腕繩 (助力杖/拐棍/伸縮杖),借,80N02014A,5,140,DAAH,輔具護具,DAAH52,拐杖/手杖/登山杖,65,3,5,0.52,2,0,3,0,40372,三益商貿有限公司,周柏玉,5,2.5,0.036111111,4,7F,重型層架,DA,日用品,39.82222222,0.174701451,小材積,0.180555556,人工倉,<半年,重型層架-低
DAAH52-A900IJN72-002,鋁合金兩用四腳防滑拐杖 可調節高度老人杖 高承重登山助力杖,借,80N23003B,5,5,DAAH,輔具護具,DAAH52,拐杖/手杖/登山杖,57,19,16,1.06,5,0,9,0,40451,超利,周柏玉,5,1,0.641777778,5,7F,重型層架,DA,日用品,39.82222222,0.17360119,小材積,3.208888889,人工倉,<半年,重型層架-低
DAAH52-A900K0K6W-001,QLZHS 夜用照明鋁合金四腳拐杖,借,80Q65005E,1,93,DAAH,輔具護具,DAAH52,拐杖/手杖/登山杖,72,16,20,0.39,2,0,2,0,40228,枳樂,周柏玉,1,0.5,0.853333333,5,8F,AGV層架,DA,日用品,7.111111111,0.2166875,小材積,0.853333333,人工倉,<半年,AGV層架
DAAH8G-A900HMNK4-000,Solar Life 索樂生活 臥床平躺洗頭盆.免彎腰洗頭盆 床上洗髮 洗頭神器 病人護理 兒童孕婦洗頭,借,80K01076B,1,79,DAAR,保健用品,DAARI4,洗澡椅/洗頭椅,50,35,20,1.07,2,0,4,0,35053,索樂企業(股)公司,簡禕婷,6,3,1.296296296,5,6F,重型層架,DA,日用品,18.48888889,0.269951923,小材積,1.296296296,人工倉,<半年,重型層架-低
DAAHA4-A900BTHBA-001,耆妙屋 ISUN超輕量北歐健走杖,借,80K04032A,2,167,DAAH,輔具護具,DAAH52,拐杖/手杖/登山杖,13,16,75,0.58,0,0,0,0,34257,健樂福,周柏玉,2,99999,0.577777778,5,6F,重型層架,DA,日用品,18.48888889,0.659258814,小材積,1.155555556,人工倉,<半年,重型層架-低
DAAHBI-A900JZUAB-000,Czen 臥床防褥瘡護理圈 腳踝手腕減壓墊 防壓瘡神器,借,80Q67001C,10,23,DAAR,保健用品,DAARI3,長照輔具,17,17,19,0.14,0,0,2,0,38405,建林,簡禕婷,10,99999,0.20337037,1,8F,AGV層架,DA,日用品,7.111111111,0.428489583,小材積,2.033703704,人工倉,<半年,AGV層架
DAAJ00-A900GRGD2-001,Biore純素肌沐浴露 鼠尾草與萊姆茶/玫瑰草與紅茶 650g,借,80N49058D,9,44,DAAJ,沐浴乳/洗手乳,DAAJ03,沐浴乳,10,6,21,0.73,6,0,20,0,33534,八達網,朱瑄宇,13,2.17,0.046666667,1,7F,重型層架,DA,日用品,45.51111111,0.04390625,小材積,0.42,人工倉,<半年,重型層架
DAAJ02-A900A4BBE-000,南僑水晶葡萄柚籽萃取防護噴霧500ml,借,80M43081B,15,140,DABC,口罩抗菌,DABCOH,抗菌液/抗菌噴霧,11,7,21,0.53,9,0,18,0,35080,華強,簡禕婷,75,8.33,0.059888889,1,7F,AGV層架,DA,日用品,7.111111111,0.196901042,小材積,0.898333333,人工倉,<半年,AGV層架
DAAJ02-A900A4BBE-000,南僑水晶葡萄柚籽萃取防護噴霧500ml,借,80N22049E,60,105,DABC,口罩抗菌,DABCOH,抗菌液/抗菌噴霧,11,7,21,0.53,9,0,18,0,35080,華強,簡禕婷,75,8.33,0.059888889,1,7F,重型層架,DA,日用品,45.51111111,0.211416016,小材積,3.593333333,人工倉,<半年,重型層架
DAAJ03-A60295842-000,雪芙蘭 美肌SPA沐浴乳700g補充包（玫瑰嫩白）,借,80M15073E,24,5,DAAJ,沐浴乳/洗手乳,DAAJ1W,沐浴補充包,26,15,26,0.73,12,0,12,0,20501,盛香堂,朱瑄宇,24,2,0.375555556,2,7F,AGV層架,DA,日用品,7.111111111,1.69584375,小材積,9.013333333,人工倉,<半年,AGV層架
DAAJ03-A900HWI4V-001,露得清 護手霜56g(任選_無香/有香),借,80M27079C,4,79,DDAO,身體保養,DDAO0B,護手霜,6,4,11,0.06,12,0,36,0,33534,八達網,高心榆,16,1.33,0.009777778,1,7F,AGV層架,DD,保養,7.111111111,0.159708333,小材積,0.039111111,人工倉,<半年,AGV層架
DAAJ03-A900HWI4V-001,露得清 護手霜56g(任選_無香/有香),借,80N26038E,12,30,DDAO,身體保養,DDAO0B,護手霜,6,4,11,0.06,12,0,36,0,33534,八達網,高心榆,16,1.33,0.009777778,1,7F,重型層架,DD,保養,45.51111111,0.14953125,小材積,0.117333333,人工倉,<半年,重型層架
DAAJ03-A900JI2N5-001,【RACE ON?速】三效洗髮潔顏沐浴露(420ml/瓶),借,80M46077B,20,270,DBBZ,運動,DBBZ3C,其他運動保健,20,6,6,0.5,1,0,4,0,39414,寶齡富錦(銳速運動醫學),黃子峻,20,20,0.026666667,1,7F,AGV層架,DB,食品飲料,7.111111111,0.182635417,小材積,0.533333333,人工倉,>=半年,AGV層架
DAAJ03-A900JZZ5P-001,清淨海 森山島讀沐浴露-750ml(12入組)-四款香味任選(木/海/花/山),借,80N26010A,3,110,DAAJ,沐浴乳/洗手乳,DAAJ03,沐浴乳,54,54,22,9.9,0,0,0,0,10265,凱創,朱瑄宇,3,99999,2.376,6,7F,重型層架,DA,日用品,39.82222222,0.253325893,小材積,7.128,人工倉,<半年,重型層架-低
DAAJ03-A900JZZ5P-002,清淨海 森山島讀沐浴露-750ml(12入組)-四款香味任選(木/海/花/山),借,80N25012B,3,110,DAAJ,沐浴乳/洗手乳,DAAJ03,沐浴乳,44,30,29,9,0,0,0,0,10265,凱創,朱瑄宇,3,99999,1.417777778,5,7F,重型層架,DA,日用品,39.82222222,0.239071801,小材積,4.253333333,人工倉,<半年,重型層架-低
DAAJ0Z-A9005TEKX-000,台塑生醫》Drs Formula 嬰兒沐浴精 (700g),借,80M48076D,2,148,DWAI,嬰幼洗沐,DWAI0F,沐浴乳,9,4,23,0.79,1,0,1,0,30723,淳安,黃郁萍,2,2,0.030666667,1,7F,AGV層架,DW,母嬰,7.111111111,0.053333333,小材積,0.061333333,人工倉,<半年,AGV層架
DAAJ0Z-A9005TEL3-000,台塑生醫 Drs Formula 嬰兒雙重洗淨組(沐浴精700g+洗髮精700g+洗手乳400g),借,80M12079C,3,148,DWAI,嬰幼洗沐,DWAI0J,洗髮沐浴露,34,29,5,2.01,0,0,0,0,30723,淳安,黃郁萍,3,99999,0.182592593,2,7F,AGV層架,DW,母嬰,7.111111111,0.300145833,小材積,0.547777778,人工倉,<半年,AGV層架
DAAJ2A-A9009W9BK-000,嬌生嬰兒柔亮洗髮露500ml,借,80N18055C,12,63,DWAI,嬰幼洗沐,DWAI0E,洗髮精,5,7,23,0.56,2,0,22,0,33534,八達網,黃郁萍,25,12.5,0.029814815,1,7F,重型層架,DW,母嬰,45.51111111,0.015595703,小材積,0.357777778,人工倉,<半年,重型層架
DAAJ2U-A9009C0HA-000,彎彎浴皂(盒裝 135g)X6入,借,80M15072A,8,21,DDBZ,手工香氛皂,DDBZ67,香氛皂,21,12,6,0.89,13,0,39,0,36045,美琪生技,朱瑄宇,20,1.54,0.056,1,7F,AGV層架,DD,保養,7.111111111,0.233729167,小材積,0.448,人工倉,<半年,AGV層架
DAAJ2U-A9009C0HA-000,彎彎浴皂(盒裝 135g)X6入,借,80N53048D,12,21,DDBZ,手工香氛皂,DDBZ67,香氛皂,21,12,6,0.89,13,0,39,0,36045,美琪生技,朱瑄宇,20,1.54,0.056,1,7F,重型層架,DD,保養,45.51111111,0.168505859,小材積,0.672,人工倉,<半年,重型層架
DAAJ3U-A9005WCCR-000,柔蝶天然菜瓜水 200ml,借,80M12075C,3,115,DDAB,開架保養,DDABN1,化妝水,5,4,16,0.24,0,0,0,0,32595,久筑,高心榆,3,99999,0.011851852,1,7F,AGV層架,DD,保養,7.111111111,0.276382292,小材積,0.035555556,人工倉,<半年,AGV層架
DAAJ74-A900FDV30-000,【茶籽堂】馬栗樹水潤沐浴露330mL,借,80M47077B,12,15,DDCC,香氛品牌,DDCCB1,茶籽堂,4,3,16,0.37,0,0,4,0,39474,捷順,王思婷,12,99999,0.007111111,1,7F,AGV層架,DD,保養,7.111111111,0.201416667,小材積,0.085333333,人工倉,<半年,AGV層架
DAAJ9G-A9007YX7Z-000,妙管家-純中性抗菌洗手乳加侖桶(茶樹油配方)4000g (4入/箱),借,80P08729X,39,46,DAAJ,沐浴乳/洗手乳,DAAJCB,洗手乳,39,23,31,16.59,41,0,101,0,11441,妙管家,朱瑄宇,88,2.15,1.029888889,5,1F,自動化板式,DA,日用品,46.66666667,0.860692857,小材積,40.16566667,自動化,<半年,自動化板式
DAAJB6-A900JQ06R-000,橘子工坊 變色泡泡洗手慕斯350ml,借,80N47057E,24,101,DAAK,洗衣精,DAAK05,洗衣精,17,11,6,0.42,65,0,121,0,32564,永豐商店,李平卉,24,0.37,0.041555556,1,7F,重型層架,DA,日用品,45.51111111,0.021914063,小材積,0.997333333,人工倉,<半年,重型層架
DAAJCC-A900HXOSA-001,LUX麗仕 新香氛皂80G (三款任選)_144入,借,80N20024E,3,30,DDBZ,手工香氛皂,DDBZ67,香氛皂,36,26,23,12.5,0,0,6,0,30595,欣新網,朱瑄宇,7,99999,0.797333333,2,7F,重型層架,DD,保養,45.51111111,0.199404297,小材積,2.392,人工倉,<半年,重型層架
DAAK01-A900HGRZZ-001,橘子工坊天然濃縮制菌洗衣精補充包 1500ml*6包/箱,借,80N03029E,1,28,DAAK,洗衣精,DAAK01,橘子工坊,39,25,29,10.11,2,0,11,0,32564,永豐商店,李平卉,10,5,1.047222222,5,7F,重型層架,DA,日用品,45.51111111,0.616760254,小材積,1.047222222,人工倉,<半年,重型層架
DAAK04-A900GQOCJ-003,一匙靈 抗菌EX洗衣精補充包1.5kgx6包(強力消臭/極淨除垢/防蹣成分/植萃低敏),借,80N34013A,25,45,DAAK,洗衣精,DAAK05,洗衣精,36,31,24,12.3,46,0,148,0,33534,八達網,李平卉,106,2.3,0.992,5,7F,落地儲位,DA,日用品,45.51111111,0.800859375,小材積,24.8,人工倉,<半年,落地儲位
DAAK04-A900GR5MU-003,【一匙靈】制菌/亮彩/淨柔 超濃縮洗衣精補充包X6包 (制菌1.9kg / 亮彩 淨柔1.8kg),借,80P06140X,8,59,DAAK,洗衣精,DAAK05,洗衣精,36,24,30,10.4,7,0,22,0,33534,八達網,李平卉,12,1.71,0.96,2,1F,自動化板式,DA,日用品,46.66666667,0.164571429,小材積,7.68,自動化,<半年,自動化板式
DAAK05-A900HW9QI-000,橘子工坊 天然濃縮制菌洗衣精補充包-洗淨病毒升級版1700mlx6,借,80P02518X,36,11,DAAK,洗衣精,DAAK01,橘子工坊,35,28,31,11.6,202,0,575,0,32564,永豐商店,李平卉,147,0.73,1.125185185,5,1F,自動化板式,DA,日用品,46.66666667,0.868,小材積,40.50666667,自動化,<半年,自動化板式
DAAK05-A900K0TLA-000,OMO 極淨速溶高效洗衣精 瞬淨去漬 瓶裝1.2kg,借,80M16068A,12,108,DXCD,勝利體育,DXCD0S,贈品專區,8,12,29,1.32,0,0,0,0,30595,欣新網,黃奕綺,12,99999,0.103111111,1,7F,AGV層架,DX,休閒,5.333333333,0.889333333,小材積,1.237333333,人工倉,<半年,AGV層架
DAAK06-A900IRI9I-001,一匙靈 超濃縮洗衣粉補充包 箱購X6包 (抗菌EX1.5KG/亮彩1.6KG/制菌1.7KG),借,80N34013A,14,45,DAAK,洗衣精,DAAK06,洗衣粉,36,26,24,9.87,19,0,81,0,33534,八達網,李平卉,15,0.79,0.832,2,7F,落地儲位,DA,日用品,45.51111111,0.800859375,小材積,11.648,人工倉,<半年,落地儲位
DAAK07-A900J566D-000,日本Laundrin-TOKYO植萃消臭衣物香氛柔軟精-木質花香(金)600ml/瓶,借,80M14076B,3,366,DDBY,精油擴香,DDBYDL,香氛噴霧,28,8,5,0.7,0,0,0,0,39388,日日國際,黃郁萍,3,99999,0.041481481,1,7F,AGV層架,DD,保養,7.111111111,0.17275,小材積,0.124444444,人工倉,>=1年,AGV層架
DAAK08-A900JC39C-000,小白鞋清潔劑 清潔慕斯  免水洗 去污劑 白鞋救星200ml,借,80M12071B,5,78,DICN,鞋材 ,DICN0J,清潔防水,5,5,19,0.26,1,0,4,0,38138,盈碩,葛嘉鎂,5,5,0.017592593,1,7F,AGV層架,DI,流行,7.111111111,0.360796875,小材積,0.087962963,人工倉,<半年,AGV層架
DAAK0O-A900HSZBO-001,白蘭 動力配方洗碗精補充包_箱購800gx12(檸檬/鮮柚),借,80N34036A,28,38,DAAZ,家用清潔,DAAZ43,洗碗精/粉,16,6,12,10.54,36,0,270,0,30595,欣新網,李平卉,268,7.44,0.042666667,1,7F,落地儲位,DA,日用品,45.51111111,0.02625,小材積,1.194666667,人工倉,<半年,落地儲位
DAAK0O-A900JL55P-001,OMO 極淨速溶高效洗衣精瓶裝,借,80P15048X,243,150,DAAK,洗衣精,DAAK05,洗衣精,14,5,29,1.2,8,0,38,0,30595,欣新網,李平卉,475,59.38,0.075185185,1,1F,自動化板式,DA,日用品,46.66666667,0.3915,小材積,18.27,自動化,<半年,自動化板式
DAAK15-A9005IJI1-000,皂福 天然洗衣皂精(3300g),借,80M27070A,1,41,DAAK,洗衣精,DAAK05,洗衣精,19,80,9,3.5,3,0,9,0,32220,皂福,李平卉,5,1.67,0.506666667,5,7F,AGV層架,DA,日用品,7.111111111,0.331958333,小材積,0.506666667,人工倉,<半年,AGV層架
DAAK27-A900G0549-000,【御衣坊】檸檬水晶多功能生態濃縮洗衣精2000ml補充包,借,80M27077B,6,95,DAAK,洗衣精,DAAK05,洗衣精,21,27,96,2.01,9,0,25,0,38581,東輝,李平卉,6,0.67,2.016,6,7F,AGV層架,DA,日用品,7.111111111,1.812760417,小材積,12.096,人工倉,<半年,AGV層架
DAAK77-A900GNQ4L-000,【Prosi普洛斯】室內晾曬濃縮香水洗衣凝露2200mlx8入-烏木與佛手柑,借,80N23011A,1,114,DAAK,洗衣精,DAAK05,洗衣精,52,31,32,20,0,0,0,0,30006,萊翊,李平卉,8,99999,1.910518519,7,7F,重型層架,DA,日用品,39.82222222,0.154482887,大材積,1.910518519,人工倉,<半年,重型層架-低
DAAK7P-A900HNLPH-001,【ARIEL新誕生】超濃縮抗菌抗臭洗衣精補充包1030g(抗菌去漬型/室內晾衣型),採,80C2A003A,320,83,DAAK,洗衣精,DAAK7P,Ariel,20,30,8,1.1,3236,0,10193,0,32564,永豐商店,李平卉,5897,1.82,0.177777778,1,2F東,落地儲位,DA,日用品,45.51111111,1.25,小材積,56.88888889,人工倉,<半年,落地儲位
DAAK7P-A900HNLPH-001,【ARIEL新誕生】超濃縮抗菌抗臭洗衣精補充包1030g(抗菌去漬型/室內晾衣型),採,80N34016A,170,86,DAAK,洗衣精,DAAK7P,Ariel,20,30,8,1.1,3236,0,10193,0,32564,永豐商店,李平卉,5897,1.82,0.177777778,1,7F,落地儲位,DA,日用品,45.51111111,0.6640625,小材積,30.22222222,人工倉,<半年,落地儲位
DAAK8Q-A900HGS5K-001,橘子工坊 蔬果碗盤洗碗精補充包 500ml*12包/箱,借,80N18039E,2,11,DAAZ,家用清潔,DAAZ5X,橘子工坊,24,24,37,6.87,6,0,37,0,32564,永豐商店,李平卉,25,4.17,0.789333333,2,7F,重型層架,DA,日用品,45.51111111,0.62824707,小材積,1.578666667,人工倉,<半年,重型層架
DAAL02-A900JTSXX-001,刷樂植漱口400mLx9 (山雨/海霧/森淬),借,80N25042B,4,151,DAAL,牙膏牙刷漱口水,DAAL0P,成人漱口水,17,25,49,4.41,1,0,2,0,26288,刷樂,黃郁萍,4,4,0.771296296,5,7F,重型層架,DA,日用品,39.82222222,0.161746652,小材積,3.085185185,人工倉,<半年,重型層架-低
DAAL02-A900JTSXX-002,刷樂植漱口400mLx9 (山雨/海霧/森淬),借,80N26044B,3,151,DAAL,牙膏牙刷漱口水,DAAL0P,成人漱口水,26,17,18,4.5,0,0,0,0,26288,刷樂,黃郁萍,3,99999,0.294666667,2,7F,重型層架,DA,日用品,39.82222222,0.136350446,小材積,0.884,人工倉,<半年,重型層架-低
DAAL02-A900JTSXX-003,刷樂植漱口400mLx9 (山雨/海霧/森淬),借,80N25013B,3,151,DAAL,牙膏牙刷漱口水,DAAL0P,成人漱口水,25,17,18,4.5,0,0,5,0,26288,刷樂,黃郁萍,3,99999,0.283333333,1,7F,重型層架,DA,日用品,39.82222222,0.114715402,小材積,0.85,人工倉,<半年,重型層架-低
DAAL04-A900HF6W0-000,贈品-mofusand野餐椅(HALEON),借,80M07075E,6,599,DAAL,牙膏牙刷漱口水,DAAL04,舒酸定,80,22,25,1.36,5,0,11,0,27248,國延,黃郁萍,9,1.8,1.62962963,6,7F,AGV層架,DA,日用品,7.111111111,1.375,小材積,9.777777778,人工倉,>=1年,AGV層架
DAAL04-A900HF6W0-000,贈品-mofusand野餐椅(HALEON),借,80N48051B,3,599,DAAL,牙膏牙刷漱口水,DAAL04,舒酸定,80,22,25,1.36,5,0,11,0,27248,國延,黃郁萍,9,1.8,1.62962963,6,7F,重型層架,DA,日用品,39.82222222,0.184616815,小材積,4.888888889,人工倉,>=1年,重型層架-低
DAAL04-A900JCA3F-000,贈品-BLCAKHAMMER炙鐵不沾平煎鐵鍋28CM,借,80N03060D,51,312,DAAL,牙膏牙刷漱口水,DAAL04,舒酸定,46,7,29,1,30,0,55,0,27248,國延,黃郁萍,109,3.63,0.345851852,4,7F,重型層架,DA,日用品,45.51111111,0.387563477,小材積,17.63844444,人工倉,>=半年,重型層架
DAAL1D-A900GQVET-002,李施德霖 全效系列漱口水500mlx6(任選箱購_全效無酒精/全效防蛀/全效抗敏感/全效護齦/全效亮白),借,80M50068B,1,86,DAAL,牙膏牙刷漱口水,DAAL0P,成人漱口水,20,18,25,3.52,5,0,30,0,33534,八達網,黃郁萍,28,5.6,0.333333333,2,7F,AGV層架,DA,日用品,5.333333333,0.221416667,小材積,0.333333333,人工倉,<半年,AGV層架
DAAL5O-A900J2SR7-002,3M 細滑牙線棒補充包_ECO包裝 (箱購) 多款任選,採,80P12546X,19,233,DAAL,牙膏牙刷漱口水,DAAL5O,3M,21,21,16,0.87,11,0,44,0,27279,3M,黃郁萍,115,10.45,0.261333333,1,1F,自動化板式,DA,日用品,46.66666667,0.1064,小材積,4.965333333,自動化,>=半年,自動化板式
DAAM0E-A900IW7WQ-005,蜜妮 洗面乳 100g(五款任選),借,80N05018E,12,44,DAAM,臉部清潔,DAAM0E,洗面乳,7,4,15,0.12,23,0,87,0,33534,八達網,朱瑄宇,15,0.65,0.015555556,1,7F,重型層架,DA,日用品,45.51111111,0.043522135,小材積,0.186666667,人工倉,<半年,重型層架
DAAM9U-A900J5EJY-000,碧菲絲特溫和即淨眼唇卸妝液15ml,借,80M20072E,22,119,DDBH,彩妝/指彩,DDBH2S,全館加購/贈品區,11,7,3,0.03,28,0,64,0,26739,GATSBY,黃郁萍,22,0.79,0.008555556,1,7F,AGV層架,DD,保養,7.111111111,0.046260417,小材積,0.188222222,人工倉,<半年,AGV層架
